,Name,Description,x,y
230,"Kingston, Park Road","Based on reader comment, with map.<br><br>Reader account from Barbara Morgan (nee Clements): ""We lived at 1,New Road Kingston when the v2 rocket fell in the garden which backed onto our house.My mother was washing clothes in the scullery sink and I remember she told me to go and lay in front of the fire because it was cold. I was 4 yrs old. My Mum found herself at the bottom of a large crater with bad facial injuries caused by flying glass. I was blown under the lead range which saved my life as the house collapsed on top of me.A friend had just left our house and she told the fireman that I was trapped in there. I can't remember how long I was trapped - just trying to push the lead grange off me.My mother and I were reunited several hours later at Guildford Hospital where we spent many days being treated. My only injury was 1st degree burns to my elbow whereas Mum had very bad scarring on her face and arm ""<br><br>Comment from reader Michael Muzzafar Clarke: ""I was born in Kingston upon Thames near the junction of Kings Road and Park Road. There is a large open space on the corner where V2 fell at 2.35pm on 23rd January 1945. over 2000 homes were damaged.""",-0.288574,51.419376
231,Charlmont Road,"March 6, 1945.<br> <br>Reader comment from REGVWAIT: ""A V2 rocket fell on Charlmont road Tooting. I went to school in Franciscan Road Tooting and was having Fish and Chips [should have been having school dinner!!] in a Fish And Chip shop in Mitcham Road at the time. We rushed up the road, got there before the police and saw total devastation,which I will never forget.""<br><br><br>Location and date from: http://www.francisfrith.com/tooting/memories/my-time-in-charlmont-road_64851/",-0.167118,51.423015
232,"New Road, Seven Kings","February 1945<br><br>Based on comment by reader Jan Gilham: "" I was 6 yrs old at the time, and remember it vividly, in fact I have a photo somewhere of the houses after the bomb fell. It hit in the middle of the night, and I remember waking up and looking at the stars through the hole in the ceiling and roof.""<br><br>Second comment from reader Derek Boulter: ""According to my parents, my birth on 20.04.1945 was initiated prematurely by a V2 landing on the pub at the corner of New Road and Green Lane in Seven Kings on the previous night. My parents were in bed in a house in Guildford Road and were showered with debris. I remember the bomb site where the pub had been from my childhood.""",0.096184,51.560551
233,"Sugden Avenue, Wickford","Based on comment from reader Bryan Robertson: ""As a child I was raised just outside the Essex town Wickford. Although at the age of 4 or 5 years I do recall a V2 rocket strike located at Sugden Avenue which is about a mile or so west of Wickford. I do recall seeing the devastation created by this weapon and I understand that several people were killed.""",0.497561,51.613626
234,Pelham Road,"1944<br> <br>Based on reader comment from Ron Ring: "" I remember that day so well. It was sometime in the autumn of 1944, I was 10 years old and lived in Russell Ave, Wood Green, and my nan was looking after me. There was an almighty bang, far bigger than those we were used to, which violently shook the house. I didn't know where the bomb fell but I knew it was close by and in which direction. My mum worked at Cullens Grocers near Jolly Butchers Hill. I knew she would be worried about us, as I was for her. I decided I would run to tell her that we were both alright. My route took me into Gladstone Avenue. I had been used to seeing bombed houses immediately after a bomb attack, but it was usually of one or two houses. I had also seen the devastation of the V1 flying bomb that had landed in Bury Road/ West Beech Road. But this looked like the whole street of over twenty houses, and behind that I could see that Pelham Road had suffered the same fate, exposing the railway embankment and station behind it. The devastation of the V2 was collosal. Dogs running in panic aimlessly, scared out of their wits, People bloodied and dazed standing amongst the debris. Smoke and dust was still rising from the mess. The houses on the opposite side were also severely damaged, perhaps saved from some of the blast by the air-raid shelters that had been built along the centre of the road. Damage to these, nevertheless, was extensive. What surprised me the most was an upright piano that must have been SUCKED OUT through the window of one of these houses and landed into the front garden. I continued my journey to let mum know that we were OK and she was, of course relieved, but I warned her of what she would see on her way home. We kids were, as most of us London wartime kids were at the time, relatively poor and had to make the best of everything to keep ourselves occupied. Most of our dad's were in the army, our mums were at work, so we kept ourselves amused as best we could. Bomb sites became our playgrounds. We would jump out from first floor windows into perhaps a pile of sand that that builders had left. We would steal the toilet cistern copper ballcocks from derelict houses and throw them on to the bonfire that invariably was burning on the site and watch them explode with one half flying high into the air. I can't now understand how we didn't manage to cause ourselves injury. I realise that by present day standards it would be classed as vandalism, but in war time, people had much more to worry about than kids ""playing"" and keeping happy. There was precious little to be happy about! Much later the bombsites were completely cleared of all debris and danger, they became Speedway Tracks on which we would race our (pedal) bikes and we would have our own teams and names, and invite neighbouring areas teams to compete with us. In some respects, in our play, our childhoods were fun times because we were perhaps too young to completely realise the seriousness of the war, and we had to make our own amusements. But I hope to God that our children and grandchildren etc don't have to go through it EVER.""<br><br><br>Second reader comment from Martin Harriss: ""I have been told that I was in my pram being pushed along Wood Green High Road when it fell, and was covered in dust and pieces of rubble - presumably small pieces. Iwas born in September 1944 and would be very interested to know the date and time of this event.""",-0.107814,51.595528
235,"Sandy Lane, Teddington","Based on reader comment from Richard Brown: ""I find this map very interesting, thanks. According to the following website, http://www.slsag.org.uk/sitehistory.shtml, a v2 rocket landed on a gas works in Sandy Lane Teddington in 1945. If you look on Google maps the site is in between Cedars Road and Bushy Park Road, next to the railway line.""<br><br>And from reader Paul Harding: ""I can confirm that a V2 did land on part of the gas works on Sandy Lane. I was about two and a half at the time and was apparently blown out of my cot right across the front bedroom of 16 Bushy Park Road where my grandparents lived. As this was several hundred yards from the impact it must have caused a lot of local damage. It's worth noting that Eisenhower's Allied HQ was in the southern end of Bushy Park, just over the wall from the gas works, so it only just missed a very important target. I can remember the gas works was up and running again in 1947/8 as I used to go with my grandfather to collect bags of coke for the kitchen stove at No 16. """,-0.319065,51.417195
236,Royal Arsenal East,"November 18, 1944, 0 Dead (location uncertain).<br><br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.091195,51.492874
237,Royal Arsenal marshes,"January 26, 1944, 0 Dead.<br><br>Exploded in air. <br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.095959,51.504843
238,Warspite Road,"January 26, 1945, 0 Dead.<br>At General Post Office cable works.<br><br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.045533,51.493956
239,Felhampton Road.,"February 18, 1945. No official record of casualties.<br><br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.065274,51.434059
240,Woolwich Dockyards,"February 19, 1945, no official record of casualties.<br><br>Location not specified.<br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.080166,51.493889
241,Gallions Reach,"February 23, 1945, 0 Dead.<br><br>Precise location unkown. Woolwich Civil Defence Logs give location as 'near Gallions station'. Info courtesy of Steve Hunnisett",0.074158,51.510185
242,Woolwich Dockyard Sling Store,"March 1, 1945, 0 Dead<br>Exact location unknown.<br>Woolwich Civil Defence Logs courtesy of Steve Hunnisett",0.082655,51.496027
243,Green Lane,"March 3, 1945, 0 Dead.<br><br>Reported near 'Coldharbour Lawn area'. Location unknown.<br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.061798,51.43432
244,Abbey Wood,"March 3, 1945, 0 Dead.<br><br>Airburst in Abbey Wood area.<br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.127845,51.488465
245,Bastion Road,"March 5, 1945, 0 Dead<br><br>46 injuries at the Maybloom Club.<br><br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.105336,51.483929
246,Riefield Road,"March 6, 1945, 0 Dead.<br>'300 yds west of Riefield Road (line of Colepits Wood Road)<br><br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.07478,51.454508
247,Avery Hill,"March 7, 1945, 0 Dead.<br>'Avery Hill, Bexley Road area'. Airburst.<br><br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.079608,51.450022
248,"March 8, 1945","March 8, 1945, 0 Dead<br><br>'Crown Woods Way, adjacent to Avery Hill Farm'.<br><br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.084071,51.455504
249,"Royal Arsenal, Research Department","March 8, 1945, 0 Dead<br><br>Location unknown.<br><br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.089178,51.493996
250,Thames,"March 9, 1945, 0 Dead<br><br>'In River Thames, 30 Yards off number 2 coal pier'. Location uncertain.<br><br>Source: Woolwich Civil Defence Logs courtesy of Steve Hunnisett.",0.078964,51.498752
251,Thames,"March 15, 1945, 0 Dead<br><br>Close to similar incident 6 days before.",0.07699,51.49795
252,Thames,"March 24, 1945, 0 Dead<br><br>'Western end of Iron Pier.'<br><br>Source: Woolwich Civil Defence Logs, courtesy of Steve Hunnisett.<br><br>5 female and 32 male slight casualties treated at Royal Arsenal, none sent to hospital. Damage to window frames, ceilings and locks in Bargehouse Road and Pumping Station",0.072441,51.497042
253,Silvertown foreshore,"November 24, 1944 <br><br>At Tate & Lyle - exact site unknown.<br>Courtesy of Steve Hunnisett.",0.025492,51.498912
254,Sewell Road,"January 6, 1945.<br><br>'Erith Marshes, 100 yds East of Church Manorway, 40 yds South of Sewell Road'<br><br>Courtesy of Steve Hunnisett.",0.104949,51.494918
255,Brooklands Avenue,"January 8, 1945.<br><br>'Brooklands Avenue, opposite Westbrook Road' (may be at other end).<br><br>Courtesy of Steve Hunnisett.",0.085375,51.435407
256,Walden Avenue,"February 9, 1945.<br><br>Courtesy of Steve Hunnisett.",0.05343,51.426119
257,Haggerston gas works,"1944, Reader suggestion. Source: http://www.hackney.gov.uk/Assets/Documents/haggerston-history-leaflet.pdf",-0.067613,51.534077
258,South Park Road,"Suggested by Derek Cooper:<br><br>Rather than an error, it’s an omission. A V2 rocket fell at the top of South Park Road Ilford, (opposite around 14, 16, 18 and 20, I lived at No. 54 and was 13 yrs old at that time. I remember the crater was mostly in South Park, but partly in the road, a little way from the corner which is South Park Crescent. It was almost (if not) a direct hit on a (Keeper’s?) house that stood just inside the park, and also demolished an old clock tower that stood a little way in the park, that years earlier had been moved from Ilford Broadway when that was opened up for more traffic, a bit before my time. About 6 or 8 houses in South Park Road were also severely damaged/destroyed. At least 2 people were killed there too, they were an elderly couple who delivered / sold greengroceries from a push cart. They were the grandparents of a lad I went to school with. The destroyed cart and it’s contents were scattered, along with much other debris for many days afterwards. That V2 fell during my school morning playtime and I remember seeing the flash from the explosion in the distance, but had no idea it was so near my home.",0.089441,51.557795
259,Mayplace Avenue,"Reader contribution from Joseph Chadwick.<br><br>""A rocket that fell in Mayplace Avenue, Crayford and killed half of the Illott family. They are buried in the cemetary at St. Paulinus Church in Crayford. The date will be recorded on their shared tombstone. Joe Chadwick. Melbourne, Australia.""",0.190383,51.457343
260,Park Avenue,"Reader suggestion from Jill Holmes: ""My mother wrote in a letter to my father who was in the RAF in the Middle East at the time that a V2 rocket fell between Bagshot Road and Park Avenue, Bush Hill Park on 3rd January 1945. She was on leave from the ATS at the time in nearby Melbourne Way which suffered considerable damage. The Enfield Borough Council site has a time line of events in Bush Hill Park during the war and notes that many properties were damaged with 29 casualties, eighteen of which were serious.""",-0.069979,51.640484
261,Northlands Road,"October 7, 1944<br>Reader comment from SUBMole: ""08.48 hours), Batt. 2./485, Den Haag, Bloemendaal, V-2 rocket fired, Impact: Northlands Road (now Northlands Pavement, SS13 3DX) Pitsea, Essex.7th October, 1944 (launched from the Hague)""",0.503982,51.566157
262,Audrey Road,"February 20, 1945<br>Reader comment: ""Further to my ealier post, I don't see this one on your map so here are the details I managed to get from my Mum. A V2 Rocket destroyed her house in Audrey Road, Ilford on 20th February 1945. It landed at the rear of Ilford Ltd in the area of Roden Street and Audrey Road.Leading Aircraftman FRANK SAPSED (1438301) was my Aunt's fiancee, and was killed. He had recently returned from India and on a visit to my Aunt Edna suffered a bout of Malaria. He was too ill to return home so had bedded down on the sofa. My aunt had just left the house to get him some medicine and was a few hundred yards up the road when the V2 rocket exploded and completely destroyed house which was in Audrey Road, Ilford. Frank was buried in the rubble along with my Nan (Nellie Morris) and my cousin Geoffrey. Frank was killed but my Nan and cousin were rescued alive from the wreckage some hours later. This was front page news in the national newspapers. My Mum, who is now 84 tells me this was the last V2 to fall on London. (Don't know if that's true). Frank is buried in what was known as The Chase Cemetery (now known as Eastbrookend Cemetery) in Dagenham, Essex.<br>When Mum visited his grave many years ago it had a simple wooden cross with his details on it. My sister visited yesterday and it is now marked with a white engraved headstone, presumably provided by the Commonwealth War Graves Commission as his details appear on their web site.""",0.068847,51.556075
263,Mapleton Road,"1945<br>Reader comment from John Healey2: ""A V2 landed in Mapleton Rd, off Brick Lane, Enfield sometime in 1945. The ARP stated the site erroneously as Mapleton Cres. (off Hoe Lane). It is well documented by Enfield Historic Society and they have a photo of the damage. I lived not far from the blast, at 32 Brick lane, at the time and was five years old. """,-0.05159,51.655565
264,Harwich shore,Exact location unknown. Unexploded.<br>http://www.royalnavy.mod.uk/News-and-Events/Latest-News/2012/March/29/120329-V2-Disposal,1.272483,51.945065
265,Packards,"March 21, 1945, 34 dead. <br><br>Barry Newman: My father, Roy Newman (now 78) recalls a V2 landing on Packards on the Great West Road, Isleworth. Packards had been a car manufacturer prior to the war, but was a munitions factory in wartime. Thus, despite there apparently being heavy loss of life, there was little or no reporting of the incident at the time.<br><br>Andrew Walker: Barry, this was a major V2 incident with at least 34 dead, 33 at Packards and one at a neighbouring factory. However the date was a bit later than your father recalls, 21st March 1945. The last V2 fell less than one week laterled ""Hitler's Rockets"" by Norman Longmate, pages 304-306 and then 339. Staveley Road, which was the first V2, was on 8th September 1944.",-0.320792,51.484456
266,Northumberland Avenue,"December 23, 1944, 2 dead. <br><br>Comment from Alant Izzard: I'm still trying to find some one familiar with an incident well two incidents really a V2 at the London end of Northumberland Avenue Welling on the 23rd Dec 1944 and another nearby when a V1 soft landed and ran along the south embankment of Southern Railway line coming to rest by the waiting room of Falconwood Station with out exploding. The 23rd Dec V2 blew me across a room as I was taking my sick mother in bed a cup of tea... oh what eventfull days.<br><br>Comment from Andrew Walker: Two people died in the V2 incident, Blanche Mackenzie aged 43 at number 226, and Florence Moore, aged 61 and from Bermondsey, who may have been staying with relations. The civilian war dead list says Mrs Moore was injured at number 22 but it seems likely to me that this is an error and it should have been a house number beginning with 2, like 226.<br><br> <br>Comment from Ted Loftin: In 1944 I was 13 years old.<br>There is one report on your map that a V2 fell in Northumberland Ave. Falconwood.<br>I do not recall a V2 at this location, considering the damage a V2 caused I am sure I would remember.<br><br>What I do remember is a V1 landing in a garden close the location marked on your map. In effect it came down closer to the Falconwood rail station.<br>If you look at the map the V1 came down were there is a sharp bend in the road.  I have a good memory of this event.  The V1 when it came down one wing caught the corner of the house and fell if into the garden (not the waiting room of the station as mentioned) without exploding. I remember going to see what had happened. The V1 was already on a truck with the wings removed.   The house had part of its corner destroyed.<br><br>I do recall a V2 came down in the center of Rochester Way about half way between Falconwood Station and Blackfen (not marked on your map). The crater was big!  Since at that point the road is in a kind of gully the houses each side were not so badly damaged.    As a side remark the Rochester Way had a long series of burners which were placed every 50 yards. At the start of each night air raid these burners were started and produced a black smoke   to hide the road.   The lake at Danson park was drained and another lake direction Dartford was covered with camouflaged netting all in an effort to hide landmarks that would help  German pilots  navigate in there night raids.<br><br>In Dasson Park there was an anti aircraft battery.  I can remember there was a stiff horizontal wire-mesh about 30yards square, in the center sitting on the netting was an a kind of office about 15ft square with a tower about 6 ft tall on the roof. This 'office' rotated.  Of course nobody knew what this was. It was certainly the first RADAR.",0.084557,51.459266
267,Southgate Road,"January 20, 1945, 21 dead.<br><br>Exact location unknown.<br><br>Comment from Hardingdg ""There was a V-2 strike on the Southgate Road, Potters Bar in 1945.  I was close by at the time and one of the 21 killed was a classmate""<br><br>http://ww2db.com/event/today/1/20/",-0.17797,51.691956
268,Bagshot Road,"January 3, 1945<br><br>Only have an eyewitness account, from 'retired in Bedford': ""On 3 Jan 1945 the last V2 fell  on the shelter inthe garden of my home 2 Bagshot Rd, Enfield<br>Fortunately we had given up using it (I don't know why). It was 22 days before my 10th birthday and I and my mother and 2 sisters aged 11 years and 11 months were in bed and Dad had gone to work at Bellings ~  so the bedding protected us.   We were dug out and I was taken to Chase Farm  Hospital and my baby sister to North M iddlesex. By a miracle none of us suffered any serious injuries.We moved to Palmers Green where I lived un til I married and moved to Twickenham  Anne nee Dudding""",-0.069963,51.640231
269,John Stainer school,"Eyewitness testimony from Cliff: Cliff, Brockley.I have another rocket site for your map - I lived in Avignon Road, then Aspinall Road, until age 14, and attended John Stainer Primary School. There were two buildings - one for the very young, and the existing one for the older kids, but I was told some years later that before the war there was just one large building, and that it suffered a direct hit right in the centre. The other building was where there's now a car park behind houses, opposite Finland Road.<br>And there was a bomb site at the corner of Revelon Road and St Asaph Road, opposite the school, which must have been the result of the blast damage, destroying several houses.",-0.040314,51.464278
270,Orchard Rise East,"November 22, 1944 (probable), at least 1 fatality.<br><br>Comment from E Bullough: I lived at 54 Orchard Rise East, Sidcup, Kent.from 1939 till 1958<br>A V2 fell in the middle of this street it was a large hole with water at the bottom.<br>About 30 houses were destroyed, you can still see the new houses in the center of the street today.<br><br>Comment by Paul Beddows: My grandfather was killed in the Orchard Rise hit on Nov 22, 1944 assuming he did not die in hospital a day or 2 later. My mother who was also there is alive and living here in Vancouver, Canada and likely has all the details on this location. She lived at 34 Orchard Rise. I believe she told me it actually landed in their backyard, which contradicts the other comment from the guy who was at 54 Orchard Rise, but I am not positive.<br><br>From Hilda Beddows: Just have to correct my son's assumption, re the V2 landing in our back garden, I doubt if I would still be here had it done so, I was sitting at the window facing the garden! My information was that it was in the street in front, not sure exactly where though. My father was killed outright and I was told there were other deaths.",0.09421,51.452396
271,Aubyn Hill,"6 dead?<br><br>Comment from Mark Allan Smith: I have looked at your map of bomb V2 sites. I think you may like to know West Norwood got some of those nasty things. I grow up in West Norwood, from 1962-74. I remember playing in the crater on the corner of Gipsy rd, and Gipsy hill. that site is a Plague pit, just next to the rounder about. It was one very very big hole. A V2 landed in Aubyn hill, opposit the Gipsy hill pub.  killed 6. another landed on the same side of the road at the bottom of the hill. Those two rockets took out every thing from the Aubyn hill to Elders rd. Today if you go to that spot it is hard to beleave that just two V2 bombs did that but you can see it is all new flats. My school was just accross the road from this site Norwood park primary school. Another is Norwood park Library every one in Norwood knows the library was built on a flying bomb site.",-0.09546,51.427816
272,Groveway,"February 8, 1945, 2 dead<br><br>Comment form Andrew Walker: I have access to some records and can see that it happened on 8th February 1945. Two people died Sarah Wood was married to James Wood at 145 - she survived the incident but died in hospital (Goodmayes Emergency Base Hospital in Ilford) the same day. The other person who died was Mary Stevens, a widow at number 147.<br><br>Comment from Jim Pignott: Thanks for the info. I got my facts a bit mixed up, Allen was the son of Mr and Mrs Wood. I don't recall hearing any explosion but I was awoken by our blackout blinds falling in.By the time I looked out rescue operations were well underway. I believe that there was a factory to the rear of 145, the rocket landing between them. About twenty houses in Groveway were destroyed or made uninhabitable. Other homes in the surrounding area also suffered damage but were partially sheltered due to the factory. Although only 150 yards away ( I lived at 107 ) we only had a few windows cracked . The most vivid memory I have of the incident is that the following morning a  'Sally Ann' mobile canteen was on the scene giving hot drinks to all.",0.127255,51.555075
273,Wetherell Road,"December 7, 1944, 21 dead<br><br>Comment from Stewart Harding: My grandmothers house was destroyed during the war and I was told by a V2. The address was 16 Wetherell Road, South Hackney, does anybody have information on this as I would like to be sure that it was indeed a V2 <br>strike? There was nobody at home at the time of the attack and my grandmother died in 1945 in Brighton where she had moved. My father always told us that his mothers home received a direct hit but this may be a little distorted, even so my elder brother says he remembers our father showing him the actual crater where their home once stood!!<br><br>Comment from Graham Hall: Cawley Road faced onto the park where Iveagh and Guinness Closes now stand (the Guinness Trust redeveloped the site - hence the Guinness names) while I think Rockmead Close also faced the Park, but more to the South West. Cawley Road faced onto the park where Iveagh and Guinness Closes now stand (the Guinness Trust redeveloped the site - hence the Guinness names) while I think Rockmead Close also faced the Park, but more to the South West.<br><br>Comment from Andrew Walker: This makes perfect sense. Thursday 7th December 1944 at 1.23am a V2 rocket (Big Ben 323) landed in Hackney and killed 21 people in total, at Wetherell Road, Rockmead Road and Cawley Road. Your gran was lucky to be at Number 16 because 4 Number 28, 4 at Number 27 and 1 at Number 25, so only 6 doors away. Her house must be quite a mess. I can't find out any more from the books I have Do you know any more about what happened (beyond the obvious!)?",-0.04129,51.538271
274,Barking Road,"Comment from Steve Hoskins: Hi!! Very interesting site. I could not find reference to the V2 that dropped in East Ham in the area just off the Barking Road. It demolished the entire block of houses bounded by Navarre road, Henry road, St. Bartholomews road and Barking road. My mate and I played on the bomb site for a few years after the war. One day my mate accidently set fire to the grass and burnt the ajoining fences. We were playing with matches!! The bomb dropped whilst I was in Hospital with diptheria - which thankfully I survived. We lived in Bartle Avenue the road adjacent to Navarre road and our houses were badly damaged - our front door was blown up the stairs into our flat and Mum had tripped on the rubble and sprained her ankle which was a minor issue considering the people that had been killed and injured.",0.052614,51.532001
275,Basedale Road,"December 24, 1944, 2 dead?<br><br>Comment from Bob Sharp: Dec 1944 a V2 fell on an old farmhouse in Basedale Rd. I saw two bodies in the road as I was on the way to check up on relatives in Sheppey Rd.We lived in Blithbury Rd and suffered minor damage-slates ,windows etc.I was in the front room and was showered with glass and burning pieces of coal when all the soot in the chimney flew into the room.Apart from the dirt and a few scatches I was unscathed.Our radio was smahed I remember. Many houses both sides of the railway were damaged. I think the two bodies I saw were those of the couple who lived in <br>the farm house facing the Lodge Ave bridge which J Clements refers to.Maybe we clashed in the Apache country that was known as Matchy.There were always maurauding tribes over there and we never went alone.",0.113157,51.539512
276,St Erkenwald Road,"Comment from David Tucker: Hi my mother told me of a v2 attack on the church in st erkenwald road barking where the ripple centre now stands. Tragically it was during Sunday school and many of my mothers friends were killed .My mother was very young when this happened and never mentioned the exact date , but could recal being blasted from one end of the house to the other as the front of her house was demolished .",0.082902,51.535655
277,Palace View Yard,"Unexploded bomb.<br><br>Comment from David Hume: I was told by my parents that one night a V2 landed in the 'verge' or 'nature strip' at this junction, outside No. 2 Palace View Road. It did not explode (or I wouldn't be here 70 years later) or wake us up, but the next morning there was a large crater in the verge. At the time it was planted with bushes, but now it's grassed. I don't know the date, but I think it may have resulted in my parents sending me (aged 2) away to an 'Auntie' who lived at Bacup in Lancashire.",-0.011137,51.612993
278,Rochester Gardens,"Comment from Russ Girdler: As a young boy I lived in Ilford at the junction Rochester Gardens and Exeter Gardens. Around the 5th April 1945 we were hit by what I have been told was a V2 rocket. It landed right in the centre of a shrubbery placed at the junction of the Y joining Rochester and Exeter Gardens. It took out the fronts of all the houses facing the shrubbery. As I was 7 at the time I remember the aftermath. However after reading about the area of devastation caused by these V2's and the fact that my parents and I survived, ( My Parents were in bed and literally hanging out the front of the house which was completely gone) I wonder if it was really a V2 since your map does not show a strike at this address. Do you have any data about a bomb/rocket strike at this address.",0.055211,51.568301
279,Park Avenue,"December 24, 1944, 1 dead<br> <br>Comment from Peter Monk: On the morning of Sunday December 24th 1944 a V2 exploded next to Eastwood High School in Park Avenue, Eastwood, Southend-on-Sea. Essex killing a Mr Richard Bussell aged 53 head teacher of that school. He was buried in the Sutton Road  Cemetery, Southend on January 1st 1945.Some 200 properties consisting of bungalows and houses were damaged.<br>The old school railings on the west side of the school site still show the shrapnel marks, evidence of that fateful day.",0.660263,51.565657
280,Redbridge Lane Way,"Comment from Colin Smith: A V2 landed adjacent th Wanstead County High School in Redbridge lane West, just west of Wigram Rd on or about Christmas day in 1944.",0.034938,51.575826
281,Mapleton Road,"Comment by John Healy: I lived, from Feb. 1940 to 1959 at no. 32  Brick lane, Enfield, Middx.<br> <br>Late 1944/early 1945 a V2 Rocket landed in Mapleton Road (off Brick lane), Enfield Middx. I have a photo, taken by a local newspaper, of some of the damage caused to buildings.",-0.050975,51.656883
282,London Road,Comment from John Parmenter: One landed in the London Road Mitcham opposite the Post Office and Telephone Exchange Building. We children were warned to stay away from the area while the dead and injuredwere removed.,-0.172804,51.397067
283,Stratford railway land,Location confirmed from County Borough of West Ham Civil Defence Map.,-0.005171,51.54887
284,Buxton Road,Location confirmed from County Borough of West Ham Civil Defence Map.,0.00824,51.549497
285,Waddington Road,Location confirmed from County Borough of West Ham Civil Defence Map.<br><br> <br>http://www.newhamstory.com/node/749,0.000311,51.547169
286,Westbury Road,Location confirmed from County Borough of West Ham Defence Map.,0.03011,51.546619
287,Stratford Marsh,Location confirmed from County Borough of West Ham Defence Map.,-0.012403,51.542038
288,Northern Outfall Sewer,Location confirmed from County Borough of West Ham Defence Map.,0.005579,51.529832
289,Plashet Road,Location confirmed from County Borough of West Ham Defence Map.,0.034171,51.537714
290,Barking Road,Location confirmed from County Borough of West Ham Defence Map.,0.035137,51.529805
291,Manor Road waste land,Location confirmed from County Borough of West Ham Defence Map.,0.003594,51.527002
292,Abbey Creek,Location confirmed from County Borough of West Ham Defence Map.,0.000687,51.528217
293,Upperton Road,"March 6, 1945<br><br>Location confirmed from County Borough of West Ham Defence Map.",0.035502,51.527629
294,Maybury Road,Location confirmed from County Borough of West Ham Defence Map.,0.034332,51.519919
295,Limo Peninsula,Location confirmed from County Borough of West Ham Defence Map.,0.003369,51.51156
296,Prince Regent Lane,"<img src=""https://lh6.googleusercontent.com/proxy/6As5YxGGulwyu1_fEOiSVpbf4_9iZscvk2EOGlz3xzPCAy6KR0xbMKoBEsg42GQIAbL65tHtSd5YKzwfCeNBXeQoC6Wql9tBzbGAJej4cnKrkjyBvuCz9Gr_vXZ5vf2fcRk"" height=""200"" width=""auto"" /><br><br>December 30, 1945<br><br><br><br><br>Location confirmed from County Borough of West Ham Defence Map.<br><br><br>http://newhamstory.com/forums/index.php?topic=772.10;wap2",0.031993,51.512889
297,Victoria Dock Road,Location confirmed from West Ham County Borough Defence Map.,0.015836,51.508435
298,Victoria Dock,Location confirmed from West Ham County Borough Defence Map.,0.01605,51.508008
299,Silvertown Way,Location confirmed from West Ham County Borough Defence Map.,0.016072,51.506085
300,Evelyn Road,Location confirmed from West Ham County Borough Defence Map.,0.020406,51.504048
301,Royal Albert Dock,Location confirmed from West Ham County Borough Defence Map.,0.042808,51.505898
302,King George V Dock,Location confirmed from West Ham County Borough Defence Map.,0.052764,51.504375
303,Dock entrance,Location confirmed from West Ham County Borough Defence Map.,0.072892,51.503654
304,Ratly Hills Wood,"0 dead. Comment from 'MikeC': A V2 landed on the very top of the hill at Ratly Hill Woods. Exact date unknown, but late in 1944. I was four years old and playing in my back yard when it landed and can clearly remember the surreal experience of seeing first the explosion, then hearing the bang, followed by the rushing noise of the rocket going ""back up"" into the sky.<br>There were no dead or injured at the time, but a serious injury many years later. A woodcutter was sawing pit props for the Kent collieries using a 36"" circular saw driven from the power take off of a tractor. He cut into a log that contained an embedded shard of the rocket casing, causing the saw blade to disintegrate and almost sever his arm at the shoulder.",0.507131,51.431551
305,Uxbridge Road,"December 19, 1944 (?)<br> <br>Reader comment from Derek Legg: ""I lived in Southall during the WWII & remember a V2 exploding just behind the picture house<br><br> at Yeading Lane & Uxbridge Rd in Hayes Middx. It happened just before Christmas ( 19th Dec '44 ? ) I was walking with a friend up Townsend Rd. & we were admiring the stars when we saw what looked like a shooting star. However, this shooting star was zigzagging toward the earth. We looked at each other & dropped to the street. Nothing happened. We laughingly went to get on our feet when there was a very bright flash , a loud rumble & the ground swayde beneath our feet. We 12 year olds ran like hell. Home---home ---home-sweet- home.""",-0.408458,51.519519
306,Harrow Cemetery,"Information from Malcolm Hutton:<br><br>The V2 rocket map doesn’t show the location of the V2 which fell in North Harrow.      It came down next to the cemetery gates.   We were living about a mile away and I well remember sitting in our dining room with my mother and father. (at Durley Avenue).      It was very eerie at first.   Our heavy velvet curtains suddenly billowed out and rose to the ceiling and then came the explosion followed by a fading sound of the rocket.     It cracked one of our windows, but that was the only damage we suffered.<br><br>Corroborated here: http://www.bbc.co.uk/history/ww2peopleswar/stories/33/a7999933.shtml",-0.367827,51.591116
307,Muswell Hill Ritz Cinema car park,"December 1, 1944. No deaths, 14 injured. From reader Eric Deverill ""Fortunately it landed in the large, empty carpark of the Ritz Cinema at the top of Muswell Hill but the blast caused considerable damage to nearby housing.<br><br>I was 14 years old, living with my parents at 11 Hillfield Park, about 400 yards from the explosion. The blast took out nearly all the windows at the rear of the house and we were obliged to “celebrate” Christmas beneath tarpaulins hanging all the way down from the roof.""",-0.1407462,51.5906593
